ANO;CLASE_ACCIDENTE;DIRECCION;DIRECCION ENCASILLADA;DISENO;EXPEDIENTE;FECHA_ACCIDENTE;FECHA_ACCIDENTES;GRAVEDAD_ACCIDENTE;MES;NRO_RADICADO;NUMCOMUNA;BARRIO;COMUNA;LOCATION;X;Y
2019;Otro;CR 62 CL 58;CR  062   058  000 00000;Tramo de via;A001069077;19/10/2019 16:45;2019-10-19T21:45:00.000Z;Con heridos;10;1691924;80;Cabecera San Antonio de Prado;Corregimiento de San Antonio de Prado;[-75.6433190424, 6.172499171];826677.28;1174568.31
2019;Otro;CR 80 CL 78;CR  080   078  000 00000;Interseccion;A001069080;19/10/2019 17:00;2019-10-19T22:00:00.000Z;Con heridos;10;1691926;6;Santander;Doce de Octubre;[-75.5788473866, 6.30190667577];833856.18;1188863.43
2019;Atropello;CR 83 CL 96;CR  083   096  000 00000;Tramo de via;A001069128;19/10/2019 17:00;2019-10-19T22:00:00.000Z;Con heridos;10;1691962;6;Picacho;Doce de Octubre;[-75.5837600267, 6.29505663632];833310.22;1188107.21
2019;Otro;CR 80 CL 65;CR  080   065  000 00000;Tramo de via;A001069113;19/10/2019 17:05;2019-10-19T22:05:00.000Z;Con heridos;10;1691943;7;Facultad de Minas U. Nacional;Robledo;[-75.5931430393, 6.27330476643];832264.64;1185703.9
2019;Caida Ocupante;CR 33 CL 40;CR  033   040  000 00000;Lote o Predio;A001069115;19/10/2019 18:20;2019-10-19T23:20:00.000Z;Con heridos;10;1691945;9;Gerona;Buenos Aires;[-75.5581762645, 6.2358112087];836123.59;1181545.16
2019;Atropello;CL 58 CR 35;CL  058   035  000 00000;Tramo de via;A001069084;19/10/2019 20:00;2019-10-20T01:00:00.000Z;Con heridos;10;1691950;8;Enciso;Villa Hermosa;[-75.5530319062, 6.24921212883];836697.23;1183026.02
2019;Atropello;CL 52 CR 31;CL  052   031  000 00000;Lote o Predio;A001069097;19/10/2019 20:00;2019-10-20T01:00:00.000Z;Con heridos;10;1691928;8;Sucre;Villa Hermosa;[-75.5525476838, 6.24294384011];836748.89;1182332.45
2019;Choque;CR 70 CL 14;CR  070   014  000 00000;Interseccion;A001069099;19/10/2019 20:10;2019-10-20T01:10:00.000Z;Con heridos;10;1691892;15;Parque Juan Pablo II;Guayabal;[-75.5923469245, 6.22038433437];832335.92;1179849.3
2019;Choque;CL 10 CR 48;CL  010   048  000 00000;Glorieta;A001069102;19/10/2019 21:00;2019-10-20T02:00:00.000Z;Con heridos;10;1691906;14;Manila;El Poblado;[-75.5761466627, 6.21334133339];834127.18;1179065.06
2019;Otro;CR 55 CL 94;CR  055   094  000 00000;Lote o Predio;A001069100;19/10/2019 21:30;2019-10-20T02:30:00.000Z;Con heridos;10;1691929;4;Palermo;Aranjuez;[-75.564440181, 6.28571072775];835445.79;1187067.2
2019;Choque;CR 84 CL 56;CR  084   056  000 00000;Lote o Predio;A001069116;20/10/2019 0:30;2019-10-20T05:30:00.000Z;Con heridos;10;1691946;13;El Pesebre;San Javier;[-75.5989008579, 6.27113903161];831626.58;1185466.16
2019;Caida Ocupante;CR 34 CL 9;CR  034   009  000 00000;Interseccion;A001069114;20/10/2019 2:00;2019-10-20T07:00:00.000Z;Con heridos;10;1691944;14;El Poblado;El Poblado;[-75.5651962827, 6.20760677055];835337.68;1178427.26
2019;Choque;CR 49 CL 25;CR  049   025  000 00000;Tramo de via;A001069125;20/10/2019 5:10;2019-10-20T10:10:00.000Z;Con heridos;10;1691985;14;Barrio Colombia;El Poblado;[-75.5759483681, 6.22586832476];834153.06;1180450.79
2019;Choque;CR 64 CL 94;CR  064   094  000 00000;Tramo de via;A001069120;20/10/2019 5:20;2019-10-20T10:20:00.000Z;Con heridos;10;1691931;5;Castilla;Castilla;[-75.5704995108, 6.28639556634];834775.29;1187144.87
2019;Volcamiento;CL 81 CR 52;CL  081   052  000 00000;Lote o Predio;A001069127;20/10/2019 9:00;2019-10-20T14:00:00.000Z;Con heridos;10;1691979;4;Moravia;Aranjuez;[-75.5645324648, 6.27554089786];835432.38;1185942.2
2019;Caida Ocupante;CR 63 CL 33;CR  063   033  000 00000;Tramo de via;A001069135;20/10/2019 11:20;2019-10-20T16:20:00.000Z;Con heridos;10;1691987;11;Los Conquistadores;Laureles Estadio;[-75.5785464683, 6.23998075728];833869.88;1182012.79
2019;Choque;CL 68 CR 86;CL  068   086  000 00000;Interseccion;A001069131;20/10/2019 12:30;2019-10-20T17:30:00.000Z;Con heridos;10;1691964;7;Palenque;Robledo;[-75.5943486525, 6.2781634412];832132.74;1186241.78
2019;Choque;CR 64 C CL 104;CR  064 C   104  000 00000;Tramo de via;A001068907;18/10/2019 13:30;2019-10-18T18:30:00.000Z;Con heridos;10;1691739;5;Las Brisas;Castilla;[-75.5640190416, 6.30138769962];835497.34;1188801.32
2019;Atropello;CR 53 CL 49;CR  053   049  000 00000;Lote o Predio;A001068913;18/10/2019 13:30;2019-10-18T18:30:00.000Z;Con heridos;10;1691806;10;La Candelaria;La Candelaria;[-75.5708108254, 6.2496487267];834729.26;1183079.87
2019;Otro;CL 69 CR 36;CL  069   036  000 00000;Lote o Predio;A001068910;18/10/2019 15:00;2019-10-18T20:00:00.000Z;Con heridos;10;1691804;3;Manrique Oriental;Manrique;[-75.5479590998, 6.26378123227];837263.29;1184636.13
2019;Choque;CL 9 Sur CR 53 D;CL S 009   053 D  000 00000;Tramo de via;A001068921;18/10/2019 16:00;2019-10-18T21:00:00.000Z;Con heridos;10;1691868;15;El Rodeo;Guayabal;[-75.5916245902, 6.20209239002];832410.1;1177825.52
2019;Caida Ocupante;CR 46 CL 57;CR  046   057  000 00000;Lote o Predio;A001068931;18/10/2019 16:30;2019-10-18T21:30:00.000Z;Con heridos;10;1691758;10;Villa Nueva;La Candelaria;[-75.5623522201, 6.25339700865];835666.79;1183491.87
2019;Volcamiento;CR 51 CL 33;CR  051   033  000 00000;Lote o Predio;A001068951;18/10/2019 17:00;2019-10-18T22:00:00.000Z;Con heridos;10;1691759;10;Perpetuo Socorro;La Candelaria;[-75.5748459211, 6.23381671069];834277.6;1181329.73
2019;Caida Ocupante;CR 43 CL 61;CR  043   061  000 00000;Tramo de via;A001069032;18/10/2019 17:00;2019-10-18T22:00:00.000Z;Con heridos;10;1691874;8;San Miguel;Villa Hermosa;[-75.5582147308, 6.25509322106];836125.33;1183678.22
2019;Choque;CR 55 CL 41;CR  055   041  000 00000;Tramo de via;A001068920;18/10/2019 17:30;2019-10-18T22:30:00.000Z;Con heridos;10;1691785;10;Centro Administrativo;La Candelaria;[-75.5753574206, 6.24245258141];834223.69;1182285.23
2019;Otro;CR 71 CL 3;CR  071   003  000 00000;Tramo de via;A001068929;18/10/2019 17:30;2019-10-18T22:30:00.000Z;Con heridos;10;1691798;11;Bolivariana;Laureles Estadio;[-75.5903843714, 6.24573823492];832561.23;1182653.46
2019;Otro;CR 70 CL 3;CR  070   003  000 00000;Tramo de via;A001068939;18/10/2019 18:58;2019-10-18T23:58:00.000Z;Con heridos;10;1691917;11;Bolivariana;Laureles Estadio;[-75.5892101992, 6.24576321416];832691.22;1182655.85
2019;Caida Ocupante;CL 67 CR 65;CL  067   065  000 00000;Lote o Predio;A001068958;18/10/2019 20:00;2019-10-19T01:00:00.000Z;Con heridos;10;1691747;4;Universidad de Antioquia;Aranjuez;[-75.5700359179, 6.26485869915];834819.82;1184762.22
2019;Otro;CL 43 Sur CR 80;CL S 043   080  000 00000;Lote o Predio;A001069025;18/10/2019 21:00;2019-10-19T02:00:00.000Z;Con heridos;10;1691870;80;Cabecera San Antonio de Prado;Corregimiento de San Antonio de Prado;[-75.6567359917, 6.18367075466];825195.43;1175808.59
2019;Otro;CL 10 CR 29;CL  010   029  000 00000;Lote o Predio;A001068954;18/10/2019 21:30;2019-10-19T02:30:00.000Z;Con heridos;10;1691749;14;Las Lomas No.2;El Poblado;[-75.5584510381, 6.2089320966];836084.84;1178571.78
2019;Choque;CL 62 CR 92;CL  062   092  000 00000;Tramo de via;A001069026;18/10/2019 21:30;2019-10-19T02:30:00.000Z;Con heridos;10;1691865;7;Fuente Clara;Robledo;[-75.6053667767, 6.27629729527];830912.49;1186038.88
2019;Otro;CR 43 CL 73;CR  043   073  000 00000;Tramo de via;A001068950;18/10/2019 22:10;2019-10-19T03:10:00.000Z;Con heridos;10;1691751;3;El Pomar;Manrique;[-75.5538955345, 6.26820122798];836607.53;1185126.93
2019;Otro;CR 67 CL 1;CR  067   001  000 00000;Tramo de via;A001068956;18/10/2019 22:40;2019-10-19T03:40:00.000Z;Con heridos;10;1691793;15;Cristo Rey;Guayabal;[-75.5908725459, 6.20953362192];832495.71;1178648.47
2019;Choque;CR 41 CL 66;CR  041   066  000 00000;Interseccion;A001069035;19/10/2019 4:00;2019-10-19T09:00:00.000Z;Con heridos;10;1691937;8;Villa Hermosa;Villa Hermosa;[-75.5531347513, 6.25937414649];836689;1184150.21
2019;Choque;CL 11 A CR 999;CL  011 A   999  000 00000;Tramo de via;A001069048;19/10/2019 8:10;2019-10-19T13:10:00.000Z;Con heridos;10;1691894;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Atropello;CL 75 B CR 78;CL  075 B   078  000 00000;Interseccion;A001069043;19/10/2019 10:00;2019-10-19T15:00:00.000Z;Con heridos;10;1691910;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CR 10 CL 10 A;CR  010   010 A  000 00000;Tramo de via;A001069143;20/10/2019 14:59;2019-10-20T19:59:00.000Z;Con heridos;10;1692093;90;Las Palmas;Corregimiento de Santa Elena;[-75.5456251736, 6.2084708277];837504.61;1178516.8
2019;Choque;CR 83 CL 98;CR  083   098  000 00000;Tramo de via;A001069139;20/10/2019 15:05;2019-10-20T20:05:00.000Z;Con heridos;10;1691963;6;Doce de Octubre No.2;Doce de Octubre;[-75.582510952, 6.29775320698];833449.34;1188405.12
2019;Choque;CR 79 CL 41 Sur;CR  079  S 041  000 00000;Interseccion;A001069142;20/10/2019 15:55;2019-10-20T20:55:00.000Z;Con heridos;10;1692074;80;Cabecera San Antonio de Prado;Corregimiento de San Antonio de Prado;[-75.6558944197, 6.18508157302];825289.07;1175964.39
2019;Choque;CL 45 CR 29;CL  045   029  000 00000;Interseccion;A001069140;20/10/2019 16:05;2019-10-20T21:05:00.000Z;Con heridos;10;1692062;9;Buenos Aires;Buenos Aires;[-75.5537620092, 6.2372499627];836612.7;1181702.95
2019;Choque;CR 41 CL 56;CR  041   056  000 00000;Interseccion;A001069141;20/10/2019 17:00;2019-10-20T22:00:00.000Z;Con heridos;10;1692076;10;Boston;La Candelaria;[-75.5592028001, 6.25049458914];836014.52;1183169.81
2019;Otro;CR 29 CL 1;CR  029   001  000 00000;Tramo de via;A001069196;20/10/2019 18:00;2019-10-20T23:00:00.000Z;Con heridos;10;1692085;14;El Tesoro;El Poblado;[-75.5592496628, 6.19898352199];835993.35;1177471.48
2019;Volcamiento;CR 83 CL 101;CR  083   101  000 00000;Tramo de via;A001069197;20/10/2019 18:40;2019-10-20T23:40:00.000Z;Con heridos;10;1692086;6;Doce de Octubre No.2;Doce de Octubre;[-75.5820388966, 6.30047700593];833502.46;1188706.29
2019;Otro;CL 96 CR 39;CL  096   039  000 00000;Lote o Predio;A001069147;20/10/2019 21:50;2019-10-21T02:50:00.000Z;Con heridos;10;1692079;1;Villa Guadalupe;Popular;[-75.5484976219, 6.28719945799];837210.95;1187226.9
2019;Choque;CL 97 CR 48;CL  097   048  000 00000;Interseccion;A001069153;20/10/2019 22:35;2019-10-21T03:35:00.000Z;Con heridos;10;1692070;1;Villa Guadalupe;Popular;[-75.5553502803, 6.28877834048];836452.92;1187403.7
2019;Choque;CL 50 CR 70;CL  050   070  000 00000;Interseccion;A001069202;20/10/2019 22:50;2019-10-21T03:50:00.000Z;Con heridos;10;1692068;11;Cuarta Brigada;Laureles Estadio;[-75.5861953534, 6.25847594203];833029;1184061.24
2019;Volcamiento;CL 105 CR 67;CL  105   067  000 00000;Lote o Predio;A001069200;20/10/2019 23:00;2019-10-21T04:00:00.000Z;Con heridos;10;1692088;5;Tejelo;Castilla;[-75.5674798874, 6.30105321307];835114.16;1188765.41
2019;Choque;CR 48 CL 93;CR  048   093  000 00000;Tramo de via;A001069192;20/10/2019 23:55;2019-10-21T04:55:00.000Z;Con heridos;10;1692375;4;Berlin;Aranjuez;[-75.5555866067, 6.28452017805];836425.43;1186932.72
2019;Otro;CL 18 CR 32;CL  018   032  000 00000;Lote o Predio;A001069199;21/10/2019 5:30;2019-10-21T10:30:00.000Z;Con heridos;10;1692087;9;Asomadera No. 2;Buenos Aires;[-75.5614145434, 6.21806134459];835759.59;1179582.61
2019;Otro;CL 57 CR 99;CL  057   099  000 00000;Lote o Predio;A001069222;21/10/2019 5:45;2019-10-21T10:45:00.000Z;Con heridos;10;1692107;7;Olaya Herrera;Robledo;[-75.6100129867, 6.27253949516];830396.96;1185624.67
2019;Volcamiento;CR 70 CL 105;CR  070   105  000 00000;Lote o Predio;A001069209;21/10/2019 6:20;2019-10-21T11:20:00.000Z;Con heridos;10;1692113;5;Tejelo;Castilla;[-75.5702851394, 6.30035339307];834803.43;1188688.88
2019;Choque;CR 36 A CL 75 B;CR  036 A   075 B  000 00000;Interseccion;A001069203;21/10/2019 6:30;2019-10-21T11:30:00.000Z;Con heridos;10;1692077;3;El Raizal;Manrique;[-75.5474445646, 6.26902072151];837321.87;1185215.58
2019;Otro;CL 2 Sur CR 51;CL S 002   051  000 00000;Lote o Predio;A001069216;21/10/2019 6:30;2019-10-21T11:30:00.000Z;Con heridos;10;1692110;15;Cristo Rey;Guayabal;[-75.5840295433, 6.20588272452];833252.14;1178242.43
2019;Caida Ocupante;CR 39 CL 76;CR  039   076  000 00000;Tramo de via;A001069206;21/10/2019 6:50;2019-10-21T11:50:00.000Z;Con heridos;10;1692092;3;El Pomar;Manrique;[-75.54922073, 6.26873388109];837125.17;1185184.4
2019;Caida Ocupante;CR 1 CL 1;CR  001   001  000 00000;Lote o Predio;A001069416;21/10/2019 7:00;2019-10-21T12:00:00.000Z;Con heridos;10;1692297;90;SUBURB El Plan;Corregimiento de Santa Elena;[-75.5278258646, 6.20036230708];839472.65;1177614.39
2019;Otro;CL 62 CR 47;CL  062   047  000 00000;Lote o Predio;A001069228;21/10/2019 7:30;2019-10-21T12:30:00.000Z;Con heridos;10;1692218;10;Prado;La Candelaria;[-75.5604815881, 6.25764224327];835875.19;1183960.91
2019;Choque;CR 76 CL 104;CR  076   104  000 00000;Interseccion;A001069350;21/10/2019 8:10;2019-10-21T13:10:00.000Z;Con heridos;10;1692128;6;Pedregal;Doce de Octubre;[-75.5744375099, 6.30243397403];834344.47;1188920.36
2019;Choque;CR 80 CL 50;CR  080   050  000 00000;Tramo de via;A001069210;21/10/2019 8:25;2019-10-21T13:25:00.000Z;Con heridos;10;1692163;11;Los Colores;Laureles Estadio;[-75.5967277363, 6.26375211873];831864.77;1184648.28
2019;Otro;CR 45 CL 67;CR  045   067  000 00000;Lote o Predio;A001069251;21/10/2019 12:20;2019-10-21T17:20:00.000Z;Con heridos;10;1692118;3;Manrique Central No. 2;Manrique;[-75.5555813857, 6.2631762147];836419.35;1184571.57
2019;Choque;CL 44 CR 52;CL  044   052  000 00000;Interseccion;A001069244;21/10/2019 13:45;2019-10-21T18:45:00.000Z;Con heridos;10;1692247;10;Guayaquil;La Candelaria;[-75.5715484904, 6.24502739683];834646.15;1182568.87
2019;Caida Ocupante;CR 112 B CL 67;CR  112 B   067  000 00000;Lote o Predio;A001069326;21/10/2019 15:30;2019-10-21T20:30:00.000Z;Con heridos;10;1692105;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Caida Ocupante;CL 2 CR 65;CL  002   065  000 00000;Lote o Predio;A001069347;21/10/2019 16:00;2019-10-21T21:00:00.000Z;Con heridos;10;1692330;15;Campo Amor;Guayabal;[-75.5878296411, 6.21033951265];832832.84;1178736.66
2019;Otro;CL 95 CR 63;CL  095   063  000 00000;Puente;A001069325;21/10/2019 17:00;2019-10-21T22:00:00.000Z;Con heridos;10;1692401;5;Oleoducto;Castilla;[-75.5706209731, 6.28919740156];834762.73;1187454.86
2019;Choque;CR 48 CL 20;CR  048   020  000 00000;Tramo de via;A001069349;21/10/2019 19:30;2019-10-22T00:30:00.000Z;Con heridos;10;1692289;14;Villa Carlota;El Poblado;[-75.5750975614, 6.22412049391];834246.7;1180257.17
2019;Atropello;CL 45 CR 29;CL  045   029  000 00000;Tramo de via;A001069425;21/10/2019 19:30;2019-10-22T00:30:00.000Z;Con heridos;10;1692263;9;Buenos Aires;Buenos Aires;[-75.5537620092, 6.2372499627];836612.7;1181702.95
2019;Choque;CR 64 C CL 78;CR  064 C   078  000 00000;Glorieta;A001069357;22/10/2019 4:50;2019-10-22T09:50:00.000Z;Con heridos;10;1692387;5;Terminal de Transporte;Castilla;[-75.5707481213, 6.2760600736];834744.51;1186001.59
2019;Choque;CR 48 CL 68;CR  048   068  000 00000;Interseccion;A001069360;22/10/2019 5:30;2019-10-22T10:30:00.000Z;Con heridos;10;1692308;4;Manrique Central No. 1;Aranjuez;[-75.5575175411, 6.26415137844];836205.33;1184680.05
2019;Choque;CR 44 CL 74;CR  044   074  000 00000;Tramo de via;A001069358;22/10/2019 6:00;2019-10-22T11:00:00.000Z;Con heridos;10;1692399;3;El Pomar;Manrique;[-75.5538955345, 6.26820122798];836607.53;1185126.93
2019;Choque;CL 57 CR 63 A;CL  057   063 A  000 00000;Tramo de via;A001069359;22/10/2019 6:43;2019-10-22T11:43:00.000Z;Con heridos;10;1692238;11;Carlos E. Restrepo;Laureles Estadio;[-75.5778487882, 6.25826148262];833952.88;1184034.87
2019;Choque;CR 58 CL 43;CR  058   043  000 00000;Interseccion;A001069363;22/10/2019 6:45;2019-10-22T11:45:00.000Z;Con heridos;10;1692242;10;La Alpujarra;La Candelaria;[-75.5771030607, 6.24611668538];834031.6;1182691.12
2019;Atropello;CL 58 CR 63;CL  058   063  000 00000;Puente;A001069365;22/10/2019 8:50;2019-10-22T13:50:00.000Z;Con heridos;10;1692276;7;Universidad Nacional;Robledo;[-75.5740739884, 6.26123904532];834371.68;1184363.07
2019;Caida Ocupante;CL 30 A CR 68 A;CL  030 A   068 A  000 00000;Tramo de via;A001069379;22/10/2019 9:25;2019-10-22T14:25:00.000Z;Con heridos;10;1692305;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Caida Ocupante;CR 62 CL 34;CR  062   034  000 00000;Tramo de via;A001069436;22/10/2019 12:20;2019-10-22T17:20:00.000Z;Con heridos;10;1692370;11;Los Conquistadores;Laureles Estadio;[-75.5778924993, 6.23961416776];833942.16;1181972.03
2019;Volcamiento;CR 43 CL 10;CR  043   010  000 00000;Lote o Predio;A001069437;22/10/2019 12:45;2019-10-22T17:45:00.000Z;Con heridos;10;1692314;14;El Poblado;El Poblado;[-75.5698851168, 6.21043327747];834819.47;1178741.4
2019;Caida Ocupante;CL 54 B CR 8;CL  054 B   008  000 00000;Interseccion;A001069426;22/10/2019 14:00;2019-10-22T19:00:00.000Z;Con heridos;10;1692315;8;Las Estancias;Villa Hermosa;[-75.5351868112, 6.23327555873];838667.77;1181257.57
2019;Otro;CR 28 CL 59 C;CR  028   059 C  000 00000;Lote o Predio;A001069429;22/10/2019 15:10;2019-10-22T20:10:00.000Z;Con heridos;10;1692260;8;Los Mangos;Villa Hermosa;[-75.5486833705, 6.25110077058];837179.19;1183233.6
2019;Otro;CR 80 CL 52;CR  080   052  000 00000;Tramo de via;A001069431;22/10/2019 16:00;2019-10-22T21:00:00.000Z;Con heridos;10;1692257;11;Los Colores;Laureles Estadio;[-75.5963306991, 6.26518602759];831909.18;1184806.78
2019;Choque;CR 48 CL 25;CR  048   025  000 00000;Tramo de via;A001069449;22/10/2019 16:30;2019-10-22T21:30:00.000Z;Con heridos;10;1692292;14;Barrio Colombia;El Poblado;[-75.5747535773, 6.22759429987];834285.87;1180641.35
2019;Volcamiento;CL 45 CR 34;CL  045   034  000 00000;Lote o Predio;A001069456;22/10/2019 19:30;2019-10-23T00:30:00.000Z;Con heridos;10;1692253;9;Buenos Aires;Buenos Aires;[-75.5574136297, 6.23949900019];836209.16;1181952.88
2019;Volcamiento;CR 117 D CL 47;CR  117 D   047  000 00000;Lote o Predio;A001069458;22/10/2019 21:00;2019-10-23T02:00:00.000Z;Con heridos;10;1692312;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Volcamiento;CR 63 CL 49;CR  063   049  000 00000;Tramo de via;A001069464;23/10/2019 2:14;2019-10-23T07:14:00.000Z;Con heridos;10;1692369;11;Suramericana;Laureles Estadio;[-75.5786801348, 6.2526210388];833859.07;1183411.16
2019;Atropello;CR 43 A CL 25 A;CR  043 A   025 A  000 00000;Tramo de via;A001069466;23/10/2019 4:00;2019-10-23T09:00:00.000Z;Con heridos;10;1692364;14;Castropol;El Poblado;[-75.5691618187, 6.22481029678];834904.03;1180331.62
2019;Choque;CL 34 B CR 115 E;CL  034 B   115 E  000 00000;Tramo de via;A001069540;23/10/2019 4:50;2019-10-23T09:50:00.000Z;Con heridos;10;1692451;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CR 52 CL 94 D;CR  052   094 D  000 00000;Tramo de via;A001069470;23/10/2019 5:30;2019-10-23T10:30:00.000Z;Con heridos;10;1692386;4;San Isidro;Aranjuez;[-75.5629063762, 6.2861282883];835615.7;1187112.91
2019;Otro;CR 52 CL 31;CR  052   031  000 00000;Lote o Predio;A001069541;23/10/2019 5:30;2019-10-23T10:30:00.000Z;Con heridos;10;1692436;10;Perpetuo Socorro;La Candelaria;[-75.5751096866, 6.23480236122];834248.71;1181438.85
2019;Caida Ocupante;CR 63 CL 49;CR  063   049  000 00000;Tramo de via;A001069551;23/10/2019 5:50;2019-10-23T10:50:00.000Z;Con heridos;10;1692459;11;Suramericana;Laureles Estadio;[-75.5786801348, 6.2526210388];833859.07;1183411.16
2019;Otro;CL 67 CR 64;CL  067   064  000 00000;Lote o Predio;A001069547;23/10/2019 6:20;2019-10-23T11:20:00.000Z;Con heridos;10;1692400;5;Caribe;Castilla;[-75.5717573046, 6.26511504293];834629.35;1184791.12
2019;Choque;CR 44 CL 66;CR  044   066  000 00000;Tramo de via;A001069558;23/10/2019 6:30;2019-10-23T11:30:00.000Z;Con heridos;10;1692414;3;Manrique Central No. 2;Manrique;[-75.5558903885, 6.26107380495];836384.49;1184339.09
2019;Choque;CR 65 CL 112;CR  065   112  000 00000;Tramo de via;A001069567;23/10/2019 6:45;2019-10-23T11:45:00.000Z;Con heridos;10;1692747;5;Las Brisas;Castilla;[-75.5641977421, 6.30693859515];835479.31;1189415.44
2019;Otro;CR 94 CL 78;CR  094   078  000 00000;Lote o Predio;A001069708;24/10/2019 6:00;2019-10-24T11:00:00.000Z;Con heridos;10;1692653;7;Aures No.1;Robledo;[-75.5937006287, 6.29047901004];832208.42;1187603.99
2019;Choque;CR 52 CL 36;CR  052   036  000 00000;Puente;A001069706;24/10/2019 6:44;2019-10-24T11:44:00.000Z;Con heridos;10;1692639;10;Perpetuo Socorro;La Candelaria;[-75.5740537224, 6.23780297937];834366.55;1181770.46
2019;Caida Ocupante;CR 52 CL 13 Sur;CR  052  S 013  000 00000;Tramo de via;A001069710;24/10/2019 7:00;2019-10-24T12:00:00.000Z;Con heridos;10;1692655;15;Guayabal;Guayabal;[-75.5905398184, 6.19554643562];832528.13;1177101.03
2019;Volcamiento;CR 43 A CL 5 A;CR  043 A   005 A  000 00000;Tramo de via;A001069761;24/10/2019 7:15;2019-10-24T12:15:00.000Z;Con heridos;10;1692606;14;La Florida;El Poblado;[-75.5714579217, 6.20575780093];834643.89;1178224.67
2019;Otro;CL 94 CR 63;CL  094   063  000 00000;Lote o Predio;A001069746;24/10/2019 7:23;2019-10-24T12:23:00.000Z;Con heridos;10;1692567;5;Oleoducto;Castilla;[-75.5706209731, 6.28919740156];834762.73;1187454.86
2019;Otro;CR 140 CL 63;CR  140   063  000 00000;Lote o Predio;A001069744;24/10/2019 8:00;2019-10-24T13:00:00.000Z;Con heridos;10;1692563;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Volcamiento;CR 70 CL 48;CR  070   048  000 00000;Tramo de via;A001069717;24/10/2019 8:30;2019-10-24T13:30:00.000Z;Con heridos;10;1692660;11;Suramericana;Laureles Estadio;[-75.5884591269, 6.25399685635];832776.98;1183566.46
2019;Atropello;CR 43 A CL 67;CR  043 A   067  000 00000;Lote o Predio;A001069718;24/10/2019 9:30;2019-10-24T14:30:00.000Z;Con heridos;10;1692558;3;Manrique Oriental;Manrique;[-75.5533871729, 6.26298415097];836662.18;1184549.64
2019;Otro;CR 66 CL 48 C;CR  066   048 C  000 00000;Tramo de via;A001069754;24/10/2019 9:30;2019-10-24T14:30:00.000Z;Con heridos;10;1692601;11;Suramericana;Laureles Estadio;[-75.5831730752, 6.25411959973];833362.18;1183578.36
2019;Atropello;CR 48 CL 19;CR  048   019  000 00000;Lote o Predio;A001069712;24/10/2019 9:45;2019-10-24T14:45:00.000Z;Con heridos;10;1692658;14;Villa Carlota;El Poblado;[-75.5754830651, 6.22015653443];834202.78;1179818.78
2019;Otro;CR 73 CL 40;CR  073   040  000 00000;Tramo de via;A001069719;24/10/2019 10:50;2019-10-24T15:50:00.000Z;Con heridos;10;1692661;11;Bolivariana;Laureles Estadio;[-75.5924958639, 6.24666359094];832327.78;1182756.5
2019;Choque;CL 55 CR 46;CL  055   046  000 00000;Tramo de via;A001069755;24/10/2019 11:33;2019-10-24T16:33:00.000Z;Con heridos;10;1692595;10;Villa Nueva;La Candelaria;[-75.5631947051, 6.25202566608];835573.1;1183340.43
2019;Otro;CL 99 CR 50 B;CL  099   050 B  000 00000;Tramo de via;A001069913;24/10/2019 12:00;2019-10-24T17:00:00.000Z;Con heridos;10;1692681;2;Santa Cruz;Santa Cruz;[-75.559094613, 6.29178137242];836039.4;1187737.08
2019;Choque;CR 27 CL 20;CR  027   020  000 00000;Tramo de via;A001069782;24/10/2019 14:30;2019-10-24T19:30:00.000Z;Con heridos;10;1692547;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CR 32 CL 32;CR  032   032  000 00000;Interseccion;A001069533;23/10/2019 7:00;2019-10-23T12:00:00.000Z;Con heridos;10;1692462;9;Loreto;Buenos Aires;[-75.5609709545, 6.23017436221];835812.46;1180922.46
2019;Choque;CR 49 CL 70;CR  049   070  000 00000;Interseccion;A001069531;23/10/2019 7:30;2019-10-23T12:30:00.000Z;Con heridos;10;1692464;4;Manrique Central No. 1;Aranjuez;[-75.5593940162, 6.26590456303];835998.16;1184874.58
2019;Otro;CR 53 A CL 89;CR  053 A   089  000 00000;Lote o Predio;A001069537;23/10/2019 8:00;2019-10-23T13:00:00.000Z;Con heridos;10;1692439;4;Bermejal-Los Alamos;Aranjuez;[-75.5651470174, 6.28135587279];835366.18;1186585.67
2019;Atropello;CR 50 CL 1;CR  050   001  000 00000;Tramo de via;A001069561;23/10/2019 8:00;2019-10-23T13:00:00.000Z;Con heridos;10;1692695;15;Cristo Rey;Guayabal;[-75.5795209739, 6.20486484045];833750.96;1178128.41
2019;Otro;CL 65 CR 84;CL  065   084  000 00000;Lote o Predio;A001069532;23/10/2019 8:20;2019-10-23T13:20:00.000Z;Con heridos;10;1692450;7;Robledo;Robledo;[-75.5953312711, 6.27488829713];832022.92;1185879.78
